Portland State,-3.67,.328,.378,.473,53.1,46.3,11.8,9.0,.434,17.6,33.9,.226
Portland,3.30,.363,.365,.521,42.9,51.1,9.4,7.9,.470,17.2,19.8,.281
Prairie View,-10.09,.268,.360,.538,49.5,61.5,14.3,11.1,.510,17.9,31.6,.192
Presbyterian,-7.30,.338,.357,.502,50.4,49.1,10.4,6.8,.466,20.3,31.5,.234
Princeton,,,,,,,,,,,,
Providence,9.27,.314,.323,.523,50.1,54.7,8.6,7.4,.488,14.6,30.1,.226
Purdue,12.37,.305,.379,.541,55.0,55.9,7.0,9.8,.512,16.8,33.1,.215
Quinnipiac,-5.35,.388,.379,.501,48.7,54.5,6.2,12.3,.451,19.7,20.8,.283
Radford,-7.08,.407,.349,.543,57.7,46.1,9.4,5.4,.512,19.8,36.5,.272
Rhode Island,6.35,.405,.321,.538,53.0,46.3,9.5,12.9,.504,18.7,29.3,.276
Rice,-4.26,.296,.472,.564,52.1,58.4,7.7,4.8,.540,18.4,28.3,.207
Richmond,5.14,.286,.357,.575,46.3,53.5,12.3,6.4,.546,13.7,20.8,.213
Rider,-4.91,.253,.301,.515,49.7,49.1,7.4,5.8,.481,15.1,26.9,.193
Robert Morris,-2.86,.277,.315,.518,48.3,53.5,8.7,7.6,.492,16.0,29.8,.188
Rutgers,12.43,.302,.315,.533,50.5,52.9,12.1,13.8,.519,14.1,29.3,.182
Sacramento State,-7.01,.316,.345,.539,52.0,52.1,11.7,5.2,.508,13.6,31.9,.224
Sacred Heart,-4.08,.321,.418,.504,49.0,54.1,7.4,5.4,.463,16.5,29.4,.235
Saint Francis (PA),-2.51,.303,.328,.522,49.3,52.9,8.2,5.6,.490,17.6,28.1,.215
Saint Joseph's,8.21,.244,.481,.504,44.3,58.6,8.1,4.0,.476,17.9,22.0,.172
Saint Louis,-0.55,.325,.280,.580,56.2,62.3,11.5,10.9,.552,15.1,34.7,.234
Saint Mary's (CA),2.84,.280,.379,.528,53.5,46.7,9.7,8.1,.498,14.7,27.1,.200
Saint Peter's,-2.86,.307,.339,.497,50.5,54.0,10.7,16.2,.469,18.8,29.7,.202
Sam Houston State,-1.14,.327,.394,.551,50.0,55.6,10.9,8.1,.527,16.7,31.4,.220
Samford,-2.30,.272,.395,.554,53.1,55.6,8.9,8.3,.531,17.8,31.8,.188
San Diego State,3.60,.327,.427,.576,53.5,58.6,11.8,10.6,.550,16.0,29.2,.231
San Diego,2.49,.243,.324,.491,45.8,53.4,10.0,9.0,.464,16.6,18.9,.167
San Francisco,0.80,.219,.498,.547,50.1,48.7,10.3,9.6,.527,15.8,26.0,.155
San Jose State,-0.99,.285,.383,.484,44.8,40.2,6.9,7.1,.458,15.8,22.0,.182
Santa Clara,-0.62,.401,.322,.497,50.8,52.5,6.5,11.8,.456,16.9,23.3,.270
Seattle,-6.61,.267,.412,.521,49.2,50.0,8.9,11.1,.491,12.8,26.9,.191
Seton Hall,10.37,.378,.376,.562,50.7,52.9,9.4,11.6,.522,16.3,28.5,.283
Siena,-7.14,.391,.385,.542,51.2,52.5,8.6,5.9,.515,15.9,26.4,.255
South Alabama,-5.05,.369,.408,.577,50.1,38.8,11.3,12.2,.546,16.1,28.0,.265
South Carolina State,-4.68,.245,.378,.469,44.6,46.0,8.5,8.1,.447,21.5,25.3,.154
South Carolina Upstate,-2.41,.281,.408,.515,46.3,53.8,8.3,7.8,.482,17.9,24.1,.203
South Carolina,8.08,.269,.359,.513,51.4,49.0,10.6,9.5,.493,17.3,35.0,.171
South Dakota State,-1.90,.345,.372,.599,52.1,48.0,6.8,8.4,.573,14.7,22.4,.249
South Dakota,-3.43,.325,.333,.564,50.7,53.5,6.1,7.9,.528,13.8,22.0,.246
